network,timestamp,text
FOX,11:54:30,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,11:54:50,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
CNN,11:54:50,"COMEY: I SHARED MEMO ON TRUMP MEETING WITH FRIEND

Says he thought it would prompt appointment of special counsel"
CNN,11:55:00,COMEY: I SHARED MEMO ON TRUMP MEETING WITH FRIEND
MSNBC,11:55:30,"COMEY: RUSSIANS ""WILL BE BACK"" TO MEDDLE IN ELECTIONS"
CNN,11:55:30,"COMEY: I SHARED MEMO ON TRUMP MEETING WITH FRIEND

Says he thought it would prompt appointment of special counsel"
CNN,11:56:30,COMEY: NO DOUBT RUSSIA MEDDLED IN ELECTION
FOX,11:57:10,"COMEY: RUSSIA TRIED TO SHAPE
THE WAY WE THINK, VOTE AND ACT"
CNN,11:57:20,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETING"
CNN,11:58:50,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
MSNBC,11:59:00,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
FOX,11:59:00,COMEY: RELEASE ALL OF THE TAPES
MSNBC,11:59:20,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
FOX,11:59:20,COMEY: TRUMP ADMINISTRATION CHOSE TO DEFAME ME
CNN,11:59:50,"COMEY: ""THE PRESIDENT SURELY KNOWS IF HE TAPED ME""

Fired FBI chief urges Trump to ""release all the tapes"" if they exist"
FOX,12:00:00,COMEY: I HOPE THERE ARE TAPES OF TRUMP MEETINGS
FOX,12:00:40,COMEY: CONCERNED PRES MIGHT LIE ABOUT MEETING
MSNBC,12:01:10,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
FOX,12:01:10,COMEY: NOT FOR ME TO SAY IF TRUMP OBSTRUCTED
CNN,12:01:20,COMEY: NOT FOR ME TO SAY IF TRUMP COMMITTED OBSTRUCTION
FOX,12:01:30,"COMEY: RISK OF A CHILLING EFFECT ON AGENTS IF
THEY HAD HEARD REQUEST TO END FLYNN PROBE"
CNN,12:01:40,COMEY: I ASKED A FRIEND TO SHARE TRUMP MEMO WITH REPORTER
MSNBC,12:01:50,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
CNN,12:02:10,"COMEY: I ASKED A FRIEND TO SHARE TRUMP MEMO WITH REPORTER

 

Says he thought it would prompt appointment of special counsel"
MSNBC,12:02:20,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
FOX,12:02:30,COMEY: I HOPE THERE ARE TAPES OF TRUMP MEETINGS
MSNBC,12:03:10,"COMEY: WROTE TRUMP MEMOS BECAUSE
""I WAS HONESTLY CONCERNED THAT HE MIGHT LIE"""
CNN,12:03:10,COMEY: I ASKED A FRIEND TO SHARE TRUMP MEMO WITH REPORTER
FOX,12:03:20,"COMEY: DINNER WITH PRESIDENT TRUMP
WAS AN EFFORT TO GET MY LOYALTY"
CNN,12:03:30,COMEY: NO DOUBT RUSSIA MEDDLED IN ELECTION
FOX,12:03:40,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:04:20,"COMEY: I ASKED PROFESSOR ""FRIEND OF MINE""
TO SHOW MEETING MEMOS TO REPORTER"
MSNBC,12:04:50,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
FOX,12:05:30,COMEY: PRES DID NOT ORDER ME TO LET FlYNN PROBE GO
MSNBC,12:05:40,"COMEY: I NEVER ""INITIATED"" A CALL TO TRUMP"
CNN,12:05:50,COMEY: I TOOK TRUMP'S REQUEST ABOUT FLYNN AS A DIRECTIVE
MSNBC,12:06:00,"COMEY: ""DON'T THINK I SHOULD ANSWER""
IF TRUMP COLLUDED WITH RUSSIA"
MSNBC,12:06:20,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
CNN,12:07:40,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
FOX,12:08:20,COMEY: RUSSIA PROBE PLAYED ROLE IN MY FIRING
FOX,12:09:20,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
FOX,12:10:00,COMEY: NOT FOR ME TO SAY IF TRUMP OBSTRUCTED
FOX,12:10:50,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:11:30,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
MSNBC,12:11:40,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
MSNBC,12:12:00,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
MSNBC,12:12:20,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
FOX,12:12:30,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
MSNBC,12:12:40,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
l MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
MSNBC,12:13:00,"COMEY: WROTE TRUMP MEMOS BECAUSE
""I WAS HONESTLY CONCERNED THAT HE MIGHT LIE"""
FOX,12:13:10,COMEY: PRES DID NOT ORDER ME TO LET FlYNN PROBE GO
FOX,12:13:30,"COMEY: GENERAL FLYNN WAS IN LEGAL JEOPARDY
AT TIME OF FEBRUARY 14 CONVERSATION"
MSNBC,12:13:40,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
MSNBC,12:14:10,"COMEY: I NEVER ""INITIATED"" A CALL TO TRUMP"
FOX,12:14:20,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:14:30,"COMEY: RUSSIANS ""WILL BE BACK"" TO MEDDLE IN ELECTIONS"
MSNBC,12:14:50,"COMEY: ""DON'T THINK I SHOULD ANSWER""
IF TRUMP COLLUDED WITH RUSSIA"
MSNBC,12:15:20,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
FOX,12:15:30,"COMEY: I THOUGHT SOMETHING WAS ABOUT TO
HAPPEN WHEN TRUMP CLEARED ROOM ON FEB 14"
FOX,12:15:50,"COMEY: I WAS CONCERNED TRUMP MIGHT LIE
ABOUT THE CONTENTS OF OUR MEETINGS"
MSNBC,12:16:30,COMEY: I SAW TRUMP'S FLYNN REQUEST AS A DIRECTIVE
FOX,12:16:30,COMEY: MUELLER WILL DO HIS JOB WELL
FOX,12:16:50,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:17:30,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
MSNBC,12:18:10,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
FOX,12:18:30,COMEY: NOT FOR ME TO SAY IF TRUMP OBSTRUCTED
MSNBC,12:18:40,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
FOX,12:18:50,"COMEY: THE FBI HAD A CRIMINAL
INVESTIGATION INTO CLINTON EMAIL MATTER"
FOX,12:19:10,"COMEY: LYNCH SAID TO REFER TO CLINTON EMAILS
AS A ""MATTER"" NOT ""INVESTIGATION"""
MSNBC,12:19:20,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
MSNBC,12:19:40,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
MSNBC,12:19:50,"COMEY: ""DON'T THINK I SHOULD ANSWER""
IF TRUMP COLLUDED WITH RUSSIA"
MSNBC,12:21:50,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
MSNBC,12:22:10,COMEY: I SAW TRUMP'S FLYNN REQUEST AS A DIRECTIVE
MSNBC,12:22:20,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
FOX,12:22:50,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
MSNBC,12:23:00,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
MSNBC,12:23:20,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
MSNBC,12:24:00,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
FOX,12:24:40,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
CNN,12:24:50,COMEY: I TOOK TRUMP'S WORDS AS DIRECTION
MSNBC,12:25:00,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
CNN,12:25:00,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
CNN,12:25:20,COMEY: I TOOK TRUMP'S REQUEST ABOUT FLYNN AS A DIRECTIVE
MSNBC,12:25:30,"COMEY: WROTE TRUMP MEMOS BECAUSE
""I WAS HONESTLY CONCERNED THAT HE MIGHT LIE"""
MSNBC,12:25:50,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
FOX,12:25:50,COMEY: PRES DID NOT ORDER ME TO LET FlYNN PROBE GO
MSNBC,12:26:10,"COMEY: I NEVER ""INITIATED"" A CALL TO TRUMP"
CNN,12:26:20,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
CNN,12:26:30,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
FOX,12:26:40,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
MSNBC,12:26:50,"COMEY: RUSSIANS ""WILL BE BACK"" TO MEDDLE IN ELECTIONS"
CNN,12:27:10,"COMEY: TRUMP ADMIN ""CHOSE TO DEFAME ME"" AND FBI

 

Says ""those were lies, plain & simple"""
MSNBC,12:27:20,"COMEY: ""DON'T THINK I SHOULD ANSWER""
IF TRUMP COLLUDED WITH RUSSIA"
MSNBC,12:27:40,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
CNN,12:28:10,"COMEY: TRUMP ADMIN ""CHOSE TO DEFAME ME"" AND FBI"
FOX,12:28:30,COMEY: NOT FOR ME TO SAY IF TRUMP OBSTRUCTED
MSNBC,12:28:40,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
CNN,12:29:00,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
FOX,12:29:10,COMEY: RUSSIA PROBE PLAYED ROLE IN MY FIRING
CNN,12:29:40,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEEI'ING"
FOX,12:29:50,COMEY: I HOPE THERE ARE TAPES OF TRUMP MEETINGS
MSNBC,12:30:00,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
CNN,12:31:10,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
FOX,12:31:40,"COMEY: THE FBI HAD A CRIMINAL
INVESTIGATION INTO CLINTON EMAIL MATTER"
MSNBC,12:32:40,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
FOX,12:32:50,"COMEY: RUSSIA TRIED TO SHAPE
THE WAY WE THINK, VOTE AND ACT"
CNN,12:33:10,"COMEY: ""I TAKE THE PRESIDENT'S WORDS, I KNOW I WAS FIRED BECAUSE
OF SOMETHING ABOUT THE WAY I WAS CONDUCTING THE RUSSIA PROBE"""
FOX,12:33:20,"COMEY: THE FBI HAD A CRIMINAL
INVESTIGATION INTO CLINTON EMAIL MATTER"
CNN,12:34:00,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
FOX,12:34:10,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:34:30,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
CNN,12:34:50,COMEY: I WAS FIRED BECAUSE OF HANDLING OF RUSSIA PROBE
MSNBC,12:35:00,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
MSNBC,12:35:20,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
MSNBC,12:35:40,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
CNN,12:36:00,COMEY: I TOOK TRUMP'S REQUEST ABOUT FLYNN AS A DIRECTIVE
FOX,12:36:10,"COMEY: RUSSIA TRIED TO SHAPE
THE WAY WE THINK, VOTE AND ACT"
MSNBC,12:36:20,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
MSNBC,12:36:30,"COMEY: WROTE TRUMP MEMOS BECAUSE
""I WAS HONESTLY CONCERNED THAT HE MIGHT LIE"""
FOX,12:36:30,"COMEY: PRESIDENT TRUMP DID NOT ASK
ME TO STOP RUSSIA INVESTIGATION"
FOX,12:36:50,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
MSNBC,12:37:10,"COMEY: I ASKED PROFESSOR ""FRIEND OF MINE""
TO SHOW MEETING MEMOS TO REPORTER"
FOX,12:37:20,"COMEY: DINNER WITH PRESIDENT TRUMP
WAS AN EFFORT TO GET MY LOYALTY"
MSNBC,12:37:40,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
MSNBC,12:38:00,"COMEY: ""DON'T THINK I SHOULD ANSWER""
IF TRUMP COLLUDED WITH RUSSIA"
FOX,12:38:10,COMEY: NOBODY ASKED ME TO STOP RUSSIA PROBE
MSNBC,12:38:30,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
CNN,12:38:40,COMEY: TRUMP ADMIN LIED ABOUT ME & FBI
MSNBC,12:39:20,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
MSNBC,12:39:30,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
FOX,12:39:30,COMEY: PRESIDENT TRUMP ASKED ME FOR LOYALTY
MSNBC,12:40:10,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
MSNBC,12:40:40,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
FOX,12:40:50,COMEY: NOT FOR ME TO SAY IF TRUMP OBSTRUCTED
MSNBC,12:41:00,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
MSNBC,12:41:50,"COMEY: WROTE TRUMP MEMOS BECAUSE
""I WAS HONESTLY CONCERNED THAT HE MIGHT LIE"""
MSNBC,12:42:40,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
FOX,12:42:40,COMEY: PRES DID NOT ORDER ME TO LET FlYNN PROBE GO
MSNBC,12:43:00,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
FOX,12:43:10,COMEY: CONCERNED PRES MIGHT LIE ABOUT MEETING
MSNBC,12:43:20,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
FOX,12:43:30,COMEY: CONCERNED PRES MIGHT ME ABOUT MEETING
MSNBC,12:43:40,"COMEY: I TAKE TRUMP ""AT HIS WORD"" THAT I
WAS FIRED ""BECAUSE OF THE RUSSIA INVESTIGATION"""
CNN,12:43:50,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETING"
FOX,12:44:00,AWAITING STATEMENT FROM PRES TRUMP'S OUTSIDE ATTY
CNN,12:44:10,COMEY: WROTE MEMOS AFTER FEARING TRUMP WOULD LIE
MSNBC,12:44:20,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETINGS"
CNN,12:44:30,"COMEY: YES, I BELIEVE RUSSIA PROBE PLAYED ROLE IN FIRING"
MSNBC,12:44:50,"COMEY: ""SURE"" SPECIAL COUNSEL IS LOOKING
INTO WHETHER TRUMP OBSTRUCTED JUSTICE"
CNN,12:45:00,"COMEY: I HAD FRIEND SHARE DETAILS OF MEMO TO PRESS

Says he thought it would prompt appointment of special counsel"
MSNBC,12:45:10,"COMEY: WROTE MEETING NOTES BECAUSE I ""KNEW""
I MIGHT NEED RECORD TO DEFEND MYSELF, FBI"
FOX,12:45:10,AWAITING STATEMENTS FROM SEN BURR & SEN WARNER
MSNBC,12:45:30,"COMEY: I ASKED PROFESSOR ""FRIEND OF MINE""
TO SHOW MEETING MEMOS TO REPORTER"
CNN,12:45:40,COMEY: TRUMP ADMINISTRATION LIED ABOUT ME & FBI
MSNBC,12:46:20,"COMEY: SESSIONS ROLE IN RUSSIA PROBE
""PROBLEMATIC,"" CAN'T DISCUSS PUBLICLY"
CNN,12:46:20,COMEY: I TOOK TRUMP'S REQUEST ABOUT FLYNN AS A DIRECTIVE
MSNBC,12:46:40,"COMEY TO TRUMP: ""RELEASE ALL THE TAPES"""
CNN,12:46:40,"COMEY: ""LORDY, I HOPE THERE ARE TAPES"" OF TRUMP MEETING"
CNN,12:47:10,COMEY: WROTE MEMOS AFTER FEARING TRUMP WOULD LIE
FOX,12:47:30,AWAITING STATEMENT FROM PRES TRUMP'S OUTSIDE ATTY
CNN,12:47:40,"COMEY: LYNCH SAID TO CALL CLINTON CASE A ""MATTER""

 

Comey: Ex-Obama Atty General wanted ""matter"" instead of ""investigation"""
MSNBC,12:47:50,COMEY: TRUMP LIED ABOUT REASONS FOR FIRING
